date, pm10, o3, no2, so2, co
2019/7/6, 18, 45, 4, , 
2019/7/7, 8, 26, 9, , 
2019/7/8, 12, 39, 7, , 
2019/7/9, 8, 38, 6, , 
2019/7/10, 7, 34, 12, , 
2019/7/11, 13, 32, 9, , 
2019/7/12, 8, 27, 5, , 
2019/7/13, 8, 31, 5, , 
2019/7/14, 9, 39, 8, , 
2019/7/15, 11, 41, 10, , 
2019/7/16, 13, 51, 14, , 
2019/7/17, 17, 53, 12, , 
2019/7/18, 17, 56, 13, , 
2019/7/19, 21, 47, 12, , 
2019/7/20, 21, 35, 5, , 
2019/7/21, 9, 39, 11, , 
2019/7/22, 10, 54, 15, , 
2019/7/23, 17, 71, 12, , 
2019/7/24, 21, 59, 12, , 
2019/7/25, 22, 76, 13, , 
2019/7/26, 25, 49, 5, , 
2019/7/27, 16, 34, 4, , 
2019/7/28, 12, 28, 6, , 
2019/7/29, 11, 43, 9, , 
2019/7/30, 14, 26, 10, , 
2019/7/31, 11, 40, 8, , 
2019/8/1, 12, 41, 10, , 
2019/8/2, 14, 35, 4, , 
2019/8/3, 10, 48, 5, , 
2019/8/4, 10, 44, 12, , 
2019/8/5, 13, 38, 7, , 
2019/8/6, 11, 31, 8, , 
2019/8/7, 7, 33, 6, , 
2019/8/8, 7, 34, 10, , 
2019/8/9, 11, 25, 7, , 
2019/8/10, 9, 39, 3, , 
2019/8/11, 7, 27, 8, , 
2019/8/12, 7, 27, 6, , 
2019/8/13, 6, 35, 6, , 
2019/8/14, 7, 27, 6, , 
2019/8/15, 7, 30, 3, , 
2019/8/16, 8, 34, 7, , 
2019/8/17, 8, 39, 7, , 
2019/8/18, 12, 31, 7, , 
2019/8/19, 7, 24, 7, , 
2019/8/20, 8, 29, 5, , 
2019/8/21, 6, 30, 6, , 
2019/8/22, 10, 32, 9, , 
2019/8/23, 20, 44, 9, , 
2019/8/24, 21, 42, 4, , 
2019/8/25, 13, 41, 11, , 
2019/8/26, 13, 46, 10, , 
2019/8/27, 16, 59, 11, , 
2019/8/28, 19, 36, 10, , 
2019/8/29, 13, 46, 9, , 
2019/8/30, 13, 51, 8, , 
2019/8/31, 15, 42, 3, , 
2019/9/1, 8, 22, 8, , 
2019/9/2, 9, 40, 9, , 
2019/9/3, 10, 38, 12, , 
2019/9/4, 13, 25, 10, , 
2019/9/5, 12, 18, 8, , 
2019/9/6, 8, 27, 6, , 
2019/9/7, 10, 20, 10, , 
2019/9/8, 6, 16, 10, , 
2019/9/9, 7, 27, 10, , 
2019/9/10, 12, 34, 16, , 
2019/9/11, 15, 35, 14, , 
2019/9/12, 14, 39, 12, , 
2019/9/13, 13, 31, 10, , 
2019/9/14, 15, 30, 11, , 
2019/9/15, 14, 35, 11, , 
2019/9/16, 14, 24, 11, , 
2019/9/17, 15, 26, 9, , 
2019/9/18, 9, 28, 13, , 
2019/9/19, 12, 26, 11, , 
2019/9/20, 14, 25, 8, , 
2019/9/21, 12, 8, 14, , 
2019/9/22, 18, 19, 11, , 
2019/9/23, 9, 23, 9, , 
2019/9/24, 8, 18, 9, , 
2019/9/25, 8, 15, 9, , 
2019/9/26, 7, 23, 8, , 
2019/9/27, 8, 26, 6, , 
2019/9/28, 5, 29, 6, , 
2019/9/29, 7, 28, 6, , 
2019/9/30, 7, 24, 16, , 
2019/4/1, 31, 42, 14, , 
2019/4/2, 23, 40, 15, , 
2019/4/3, 14, 33, 8, , 
2019/4/4, 11, 20, 11, , 
2019/4/5, 16, 40, 11, , 
2019/4/6, 21, 35, 7, , 
2019/4/7, 13, 30, 11, , 
2019/4/8, 11, 32, 11, , 
2019/4/9, 24, 24, 13, , 
2019/4/10, 39, 26, 11, , 
2019/4/11, 33, 34, 7, , 
2019/4/12, 23, 38, 5, , 
2019/4/13, 25, 36, 5, , 
2019/4/14, 27, 40, 7, , 
2019/4/15, 26, 37, 15, , 
2019/4/16, 20, 46, 14, , 
2019/4/17, 20, 42, 7, , 
2019/4/18, 13, 48, 6, , 
2019/4/19, 10, 50, 8, , 
2019/4/20, 13, 52, 12, , 
2019/4/21, 13, 51, 6, , 
2019/4/22, 13, 41, 8, , 
2019/4/23, 16, 36, 11, , 
2019/4/24, 10, 37, 8, , 
2019/4/25, 14, 34, 9, , 
2019/4/26, 6, 34, 6, , 
2019/4/27, 3, 36, 4, , 
2019/4/28, 5, 26, 11, , 
2019/4/29, 10, 30, 10, , 
2019/4/30, 13, 50, 8, , 
2019/5/1, 17, 47, 13, , 
2019/5/2, 13, 32, 11, , 
2019/5/3, 9, 30, 7, , 
2019/5/4, 7, 30, 4, , 
2019/5/5, 6, 31, 11, , 
2019/5/6, 11, 38, 11, , 
2019/5/7, 15, 32, 16, , 
2019/5/8, 13, 34, 8, , 
2019/5/9, 4, 32, 9, , 
2019/5/10, 6, 31, 8, , 
2019/5/11, 4, 30, 7, , 
2019/5/12, 7, 37, 8, , 
2019/5/13, 8, 37, 7, , 
2019/5/14, 9, 25, 8, , 
2019/5/15, 11, 20, 9, , 
2019/5/16, 13, 35, 8, , 
2019/5/17, 11, 43, 10, , 
2019/5/18, 9, 45, 8, , 
2019/5/19, 12, 30, 11, , 
2019/5/20, 12, 32, 7, , 
2019/5/21, 2, 27, 8, , 
2019/5/22, 11, 41, 11, , 
2019/5/23, 10, 51, 15, , 
2019/5/24, 12, 50, 13, , 
2019/5/25, 16, 47, 6, , 
2019/5/26, 8, 36, 13, , 
2019/5/27, 16, 29, 11, , 
2019/5/28, 7, 28, 7, , 
2019/5/29, 7, 35, 8, , 
2019/5/30, 8, 20, 10, , 
2019/5/31, 8, 32, 9, , 
2019/6/1, 10, 40, 9, , 
2019/6/2, 12, 46, 12, , 
2019/6/3, 15, 45, 8, , 
2019/6/4, 15, 44, 12, , 
2019/6/5, 19, 30, 7, , 
2019/6/6, 14, 37, 6, , 
2019/6/7, 14, 34, 3, , 
2019/6/8, 6, 41, 5, , 
2019/6/9, 14, 38, 6, , 
2019/6/10, 13, 31, 6, , 
2019/6/11, 15, 24, 7, , 
2019/6/12, 12, 48, 8, , 
2019/6/13, 8, 55, 11, , 
2019/6/14, 23, 44, 7, , 
2019/6/15, 19, 40, 3, , 
2019/6/16, 6, 47, 6, , 
2019/6/17, 13, 57, 10, , 
2019/6/18, 19, 56, 8, , 
2019/6/19, 10, 44, 6, , 
2019/6/20, 11, 37, 7, , 
2019/6/21, 11, 37, 4, , 
2019/6/22, 11, 37, 4, , 
2019/6/23, 9, 44, 6, , 
2019/6/24, 13, 57, 9, , 
2019/6/25, 19, 75, 16, , 
2019/6/26, 34, 85, 13, , 
2019/6/27, 38, 52, 9, , 
2019/6/28, 11, 56, 13, , 
2019/6/29, 19, 63, 9, , 
2019/6/30, 17, 44, 12, , 
2019/1/1, 46, 27, 6, , 
2019/1/2, 7, 19, 10, , 
2019/1/3, 11, 22, 12, , 
2019/1/4, 13, 18, 7, , 
2019/1/5, 7, 13, 8, , 
2019/1/6, 4, 16, 13, , 
2019/1/7, 8, 25, 8, , 
2019/1/8, 4, 26, 9, , 
2019/1/9, 3, 22, 11, , 
2019/1/10, 4, 21, 14, , 
2019/1/11, 6, 26, 8, , 
2019/1/12, 5, 23, 5, , 
2019/1/13, 1, 24, 9, , 
2019/1/14, 4, 22, 12, , 
2019/1/15, 7, 14, 23, , 
2019/1/16, 12, 23, 14, , 
2019/1/17, 11, 24, 13, , 
2019/1/18, 11, 15, 12, , 
2019/1/19, 20, 2, 24, , 
2019/1/20, 36, 4, 18, , 
2019/1/21, 42, 10, 21, , 
2019/1/22, 38, 9, 18, , 
2019/1/23, 41, 8, 20, , 
2019/1/24, 41, 17, 17, , 
2019/1/25, 25, 29, 9, , 
2019/1/26, 9, 23, 12, , 
2019/1/27, 6, 24, 8, , 
2019/1/28, 7, 20, 13, , 
2019/1/29, 10, 21, 19, , 
2019/1/30, 17, 17, 19, , 
2019/1/31, 18, 11, 22, , 
2019/2/1, 29, 13, 23, , 
2019/2/2, 19, 17, 10, , 
2019/2/3, 16, 16, 16, , 
2019/2/4, 13, 16, 22, , 
2019/2/5, 23, 7, 24, , 
2019/2/6, 25, 19, 32, , 
2019/2/7, 22, 24, 17, , 
2019/2/8, 8, 29, 11, , 
2019/2/9, 7, 35, 9, , 
2019/2/10, 6, 30, 10, , 
2019/2/11, 4, 23, 14, , 
2019/2/12, 13, 16, 22, , 
2019/2/13, 22, 14, 28, , 
2019/2/14, 25, 13, 27, , 
2019/2/15, 25, 23, 28, , 
2019/2/16, 25, 28, 24, , 
2019/2/17, 18, 14, 33, , 
2019/2/18, 38, 28, 23, , 
2019/2/19, 30, 19, 19, , 
2019/2/20, 31, 24, 20, , 
2019/2/21, 33, 16, 13, , 
2019/2/22, 27, 28, 6, , 
2019/2/23, 7, 21, 11, , 
2019/2/24, 12, 15, 23, , 
2019/2/25, 24, 16, 31, , 
2019/2/26, 30, 18, 28, , 
2019/2/27, 30, 31, 14, , 
2019/2/28, 26, 27, 10, , 
2019/3/1, 9, 24, 9, , 
2019/3/2, 15, 33, 6, , 
2019/3/3, 6, 34, 10, , 
2019/3/4, 7, 30, 6, , 
2019/3/5, 6, 22, 13, , 
2019/3/6, 8, 28, 12, , 
2019/3/7, 8, 29, 8, , 
2019/3/8, 7, 29, 4, , 
2019/3/9, 5, 34, 3, , 
2019/3/10, 3, 31, 8, , 
2019/3/11, 5, 30, 10, , 
2019/3/12, 8, 31, 8, , 
2019/3/13, 6, 28, 7, , 
2019/3/14, 5, 28, 8, , 
2019/3/15, 5, 30, 4, , 
2019/3/16, 4, 39, 5, , 
2019/3/17, 5, 29, 11, , 
2019/3/18, 5, 28, 15, , 
2019/3/19, 12, 32, 20, , 
2019/3/20, 18, 34, 14, , 
2019/3/21, 18, 30, 22, , 
2019/3/22, 26, 43, 18, , 
2019/3/23, 32, 49, 15, , 
2019/3/24, 41, 31, 9, , 
2019/3/25, 22, 30, 11, , 
2019/3/26, 8, 23, 15, , 
2019/3/27, 18, 30, 10, , 
2019/3/28, 14, 28, 8, , 
2019/3/29, 14, 37, 17, , 
2019/3/30, 24, 46, 13, , 
2019/3/31, 21, 35, 9, , 
2018/10/1, 19, 24, 9, , 
2018/10/2, 6, 23, 7, , 
2018/10/3, 8, 21, 14, , 
2018/10/4, 18, 13, 18, , 
2018/10/5, 16, 27, 17, , 
2018/10/6, 15, 23, 12, , 
2018/10/7, 12, 17, 13, , 
2018/10/8, 25, 13, 15, , 
2018/10/9, 34, 14, 11, , 
2018/10/10, 20, 22, 19, , 
2018/10/11, 12, 29, 21, , 
2018/10/12, 17, 25, 15, , 
2018/10/13, 24, 27, 14, , 
2018/10/14, 18, 20, 22, , 
2018/10/15, 23, 26, 26, , 
2018/10/16, 26, 26, 25, , 
2018/10/17, 35, 21, 28, , 
2018/10/18, 44, 21, 24, , 
2018/10/19, 50, 25, 21, , 
2018/10/20, 43, 29, 9, , 
2018/10/21, 18, 20, 17, , 
2018/10/22, 19, 28, 14, , 
2018/10/23, 24, 25, 7, , 
2018/10/24, 9, 12, 9, , 
2018/10/25, 8, 12, 16, , 
2018/10/26, 14, 22, 9, , 
2018/10/27, 14, 18, 5, , 
2018/10/28, 5, 7, 9, , 
2018/10/29, 12, 30, 9, , 
2018/10/30, 5, 7, 14, , 
2018/10/31, 11, 5, 20, , 
2018/11/1, 14, 3, 20, , 
2018/11/2, 23, 9, 11, , 
2018/11/3, 23, 8, 5, , 
2018/11/4, 14, 2, 16, , 
2018/11/5, 18, 14, 22, , 
2018/11/6, 14, 5, 19, , 
2018/11/7, 27, 8, 17, , 
2018/11/8, 22, 4, 13, , 
2018/11/9, 29, 5, 9, , 
2018/11/10, 15, 6, 10, , 
2018/11/11, 13, 5, 14, , 
2018/11/12, 20, 14, 18, , 
2018/11/13, 14, 11, 16, , 
2018/11/14, 19, 8, 10, , 
2018/11/15, 15, 12, 13, , 
2018/11/16, 20, 19, 8, , 
2018/11/17, 16, 18, 7, , 
2018/11/18, 19, 18, 7, , 
2018/11/19, 19, 12, 11, , 
2018/11/20, 18, 4, 11, , 
2018/11/21, 20, 5, 13, , 
2018/11/22, 19, 2, 11, , 
2018/11/23, 13, 5, 17, , 
2018/11/24, 12, 7, 11, , 
2018/11/25, 15, , 13, , 
2018/11/26, 7, , 16, , 
2018/11/27, 13, , 13, , 
2018/11/28, 17, 1, 16, , 
2018/11/29, 21, 15, 19, , 
2018/11/30, 32, 13, 15, , 
2018/12/1, 10, 22, 10, , 
2018/12/2, 6, 27, 8, , 
2018/12/3, 4, 27, 11, , 
2018/12/4, 4, 13, 12, , 
2018/12/5, 13, 13, 16, , 
2018/12/6, 8, 23, 13, , 
2018/12/7, 6, 29, 3, , 
2018/12/8, 4, 30, 3, , 
2018/12/9, 3, 26, 10, , 
2018/12/10, 4, 22, 13, , 
2018/12/11, 10, 13, 15, , 
2018/12/12, 12, 11, 8, , 
2018/12/13, 15, 12, 8, , 
2018/12/14, 16, 15, 7, , 
2018/12/15, 14, 4, 22, , 
2018/12/16, 15, 10, 22, , 
2018/12/17, 13, 10, 17, , 
2018/12/18, 11, 4, 26, , 
2018/12/19, 27, 20, 16, , 
2018/12/20, 11, 26, 11, , 
2018/12/21, 7, 25, 4, , 
2018/12/22, 4, 24, 5, , 
2018/12/23, 5, 22, 5, , 
2018/12/24, 4, 13, 9, , 
2018/12/25, 12, 8, 14, , 
2018/12/26, 14, 1, 24, , 
2018/12/27, 24, 7, 22, , 
2018/12/28, 22, 12, 16, , 
2018/12/29, 23, 16, 7, , 
2018/12/30, 11, , , , 
2018/7/1, 8, 44, 7, , 
2018/7/2, 11, 45, 15, , 
2018/7/3, 17, 44, 14, , 
2018/7/4, 14, 39, 13, , 
2018/7/5, 14, 31, 9, , 
2018/7/6, 11, 47, 6, , 
2018/7/7, 10, 47, 8, , 
2018/7/8, 16, 42, 12, , 
2018/7/9, 13, 32, 11, , 
2018/7/10, 17, 31, 8, , 
2018/7/11, 13, 42, 11, , 
2018/7/12, 12, 52, 17, , 
2018/7/13, 15, 54, 16, , 
2018/7/14, 19, 55, 10, , 
2018/7/15, 18, 50, 11, , 
2018/7/16, 9, 50, 14, , 
2018/7/17, 11, 54, 10, , 
2018/7/18, 12, 57, 14, , 
2018/7/19, 19, 74, 16, , 
2018/7/20, 24, 39, 7, , 
2018/7/21, 14, 33, 6, , 
2018/7/22, 14, 46, 10, , 
2018/7/23, 18, 61, 13, , 
2018/7/24, 17, 54, 18, , 
2018/7/25, 21, 49, 10, , 
2018/7/26, 16, 51, 8, , 
2018/7/27, 14, 56, 10, , 
2018/7/28, 16, 49, 5, , 
2018/7/29, 10, 59, 18, , 
2018/7/30, 18, 58, 20, , 
2018/7/31, 20, 78, 16, , 
2018/8/1, 24, 64, 8, , 
2018/8/2, 20, 62, 11, , 
2018/8/3, 26, 65, 12, , 
2018/8/4, 25, 74, 8, , 
2018/8/5, 22, 62, 9, , 
2018/8/6, 18, 51, 14, , 
2018/8/7, 15, 53, 12, , 
2018/8/8, 15, 59, 8, , 
2018/8/9, 11, 31, 9, , 
2018/8/10, 8, 39, 7, , 
2018/8/11, 7, 48, 11, , 
2018/8/12, 13, 40, 12, , 
2018/8/13, 14, 31, 7, , 
2018/8/14, 5, 40, 5, , 
2018/8/15, 9, 45, 10, , 
2018/8/16, 11, 52, 14, , 
2018/8/17, 14, 53, 8, , 
2018/8/18, 15, 66, 10, , 
2018/8/19, 17, 60, 13, , 
2018/8/20, 17, 55, 12, , 
2018/8/21, 19, 67, 18, , 
2018/8/22, 24, 63, 12, , 
2018/8/23, 17, 34, 8, , 
2018/8/24, 10, 24, 5, , 
2018/8/25, 8, 31, 4, , 
2018/8/26, 5, 32, 9, , 
2018/8/27, 6, 37, 11, , 
2018/8/28, 16, 44, 12, , 
2018/8/29, 18, 30, 11, , 
2018/8/30, 10, 24, 13, , 
2018/8/31, 19, 19, 6, , 
2018/9/1, 9, 19, 5, , 
2018/9/2, 8, 24, 11, , 
2018/9/3, 13, 21, 12, , 
2018/9/4, 16, 40, 11, , 
2018/9/5, 17, 44, 13, , 
2018/9/6, 25, 38, 11, , 
2018/9/7, 13, 35, 10, , 
2018/9/8, 10, 43, 15, , 
2018/9/9, 13, 39, 20, , 
2018/9/10, 16, 44, 18, , 
2018/9/11, 14, 52, 24, , 
2018/9/12, 20, 41, 16, , 
2018/9/13, 19, 27, 12, , 
2018/9/14, 12, 31, 10, , 
2018/9/15, 16, 37, 13, , 
2018/9/16, 16, 39, 15, , 
2018/9/17, 18, 39, 13, , 
2018/9/18, 17, 36, 13, , 
2018/9/19, 12, 40, 15, , 
2018/9/20, 17, 40, 14, , 
2018/9/21, 17, 29, 6, , 
2018/9/22, 8, 25, 4, , 
2018/9/23, 5, 25, 8, , 
2018/9/24, 8, 26, 11, , 
2018/9/25, 10, 17, 16, , 
2018/9/26, 14, 25, 19, , 
2018/9/27, 17, 43, 15, , 
2018/9/28, 19, 28, 5, , 
2018/9/29, 11, 28, 10, , 
2018/9/30, 19, 16, 15, , 
2018/4/1, 9, 39, 6, , 
2018/4/2, 5, 31, 12, , 
2018/4/3, 10, 35, 11, , 
2018/4/4, 18, 31, 7, , 
2018/4/5, 13, 33, 7, , 
2018/4/6, 11, 31, 7, , 
2018/4/7, 12, 38, 8, , 
2018/4/8, 17, 31, 19, , 
2018/4/9, 25, 32, 14, , 
2018/4/10, 25, 40, 6, , 
2018/4/11, 15, 36, 7, , 
2018/4/12, 12, 37, 11, , 
2018/4/13, 15, 45, 8, , 
2018/4/14, 12, 36, 9, , 
2018/4/15, 14, 22, 13, , 
2018/4/16, 23, 41, 11, , 
2018/4/17, 13, 43, 15, , 
2018/4/18, 19, 40, 9, , 
2018/4/19, 17, 41, 12, , 
2018/4/20, 17, 65, 12, , 
2018/4/21, 22, 60, 14, , 
2018/4/22, 22, 37, 10, , 
2018/4/23, 22, 38, 9, , 
2018/4/24, 19, 41, 9, , 
2018/4/25, 24, 25, 9, , 
2018/4/26, 16, 34, 10, , 
2018/4/27, 12, 46, 7, , 
2018/4/28, 13, 41, 8, , 
2018/4/29, 17, 40, 5, , 
2018/4/30, 13, 35, 4, , 
2018/5/1, 8, 28, 8, , 
2018/5/2, 11, 32, 8, , 
2018/5/3, 19, 30, 7, , 
2018/5/4, 22, 40, 5, , 
2018/5/5, 22, 49, 4, , 
2018/5/6, 16, 45, 5, , 
2018/5/7, 15, 47, 6, , 
2018/5/8, 18, 41, 12, , 
2018/5/9, 16, 48, 6, , 
2018/5/10, 11, 37, 7, , 
2018/5/11, 11, 54, 12, , 
2018/5/12, 14, 50, 6, 1, 
2018/5/13, 15, 39, 8, 1, 
2018/5/14, 19, 34, 12, 1, 
2018/5/15, 14, 27, 14, 1, 
2018/5/16, 10, 28, 13, 1, 
2018/5/17, 9, 42, 9, 1, 
2018/5/18, 21, 42, 8, 1, 
2018/5/19, 16, 40, 3, 1, 
2018/5/20, 12, 44, 4, 1, 
2018/5/21, 9, 43, 12, 1, 
2018/5/22, 12, 47, 9, 1, 
2018/5/23, 12, 38, 10, 1, 
2018/5/24, 17, 44, 10, , 
2018/5/25, 9, 48, 8, , 
2018/5/26, 11, 56, 13, , 
2018/5/27, 15, 46, 11, , 
2018/5/28, 18, 39, 10, , 
2018/5/29, 18, 44, 9, , 
2018/5/30, 18, 46, 6, , 
2018/5/31, 18, 40, 7, , 
2018/6/1, 11, 43, 5, , 
2018/6/2, 9, 47, 5, , 
2018/6/3, 8, 52, 8, , 
2018/6/4, 12, 61, 10, , 
2018/6/5, 15, 53, 11, , 
2018/6/6, 22, 43, 13, , 
2018/6/7, 18, 41, 12, , 
2018/6/8, 18, 45, 6, , 
2018/6/9, 12, 48, 6, , 
2018/6/10, 14, 38, 15, , 
2018/6/11, 18, 32, 10, , 
2018/6/12, 15, 23, 10, , 
2018/6/13, 11, 33, 8, , 
2018/6/14, 8, 45, 10, , 
2018/6/15, 11, 54, 14, , 
2018/6/16, 15, 37, 11, , 
2018/6/17, 18, 34, 9, , 
2018/6/18, 12, 33, 13, , 
2018/6/19, 13, 43, 10, , 
2018/6/20, 13, 43, 13, , 
2018/6/21, 18, 30, 6, , 
2018/6/22, 13, 35, 5, , 
2018/6/23, 12, 34, 3, , 
2018/6/24, 9, 27, 7, , 
2018/6/25, 9, 31, 10, , 
2018/6/26, 10, 35, 9, , 
2018/6/27, 13, 25, 15, , 
2018/6/28, 15, 33, 11, , 
2018/6/29, 19, 53, 6, , 
2018/6/30, 16, 41, 3, , 
2018/1/1, 45, 28, 9, 12, 
2018/1/2, 15, 29, 9, 12, 
2018/1/3, 6, 28, 11, 19, 
2018/1/4, 5, 26, 14, 21, 
2018/1/5, 4, 17, 14, 15, 
2018/1/6, 6, 11, 11, 15, 
2018/1/7, 12, 10, 7, 9, 
2018/1/8, 15, 10, 18, 23, 
2018/1/9, 11, 4, 24, 28, 
2018/1/10, 16, 7, 19, 21, 
2018/1/11, 26, 15, 10, 13, 
2018/1/12, 23, 12, 7, 9, 
2018/1/13, 19, 9, 7, 8, 
2018/1/14, 13, 4, 20, 23, 
2018/1/15, 12, 24, 11, 13, 
2018/1/16, 12, 27, 10, 14, 
2018/1/17, 4, 27, 7, 10, 
2018/1/19, 4, 26, 11, 13, 
2018/1/20, 5, 19, 11, 12, 
2018/1/21, 4, 12, 21, 27, 
2018/1/22, 7, 17, 21, 28, 
2018/1/23, 8, 10, 24, 30, 
2018/1/24, 10, 10, 31, 35, 
2018/1/25, 14, 3, 26, 29, 
2018/1/26, 24, 1, 18, 19, 
2018/1/27, 32, 20, 10, 9, 
2018/1/28, 24, 18, 15, 21, 
2018/1/29, 8, 18, 14, 20, 
2018/1/30, 8, 23, 17, 21, 
2018/1/31, 10, 23, 19, 27, 
2018/2/1, 8, 18, 16, 22, 
2018/2/2, 8, 15, 12, 12, 
2018/2/3, 10, 19, 12, , 
2018/2/4, 10, 14, 10, 13, 
2018/2/5, 13, 15, 9, 12, 
2018/2/6, 19, 4, 15, 18, 
2018/2/7, 31, 5, 17, 20, 
2018/2/8, 41, 6, 17, 19, 
2018/2/9, 43, 14, 12, 14, 
2018/2/10, 34, 19, 9, , 
2018/2/11, 18, 22, 10, 14, 
2018/2/12, 8, 24, 11, 14, 
2018/2/13, 9, 19, 14, 17, 
2018/2/14, 16, 12, 22, 27, 
2018/2/15, 21, 13, 22, 24, 
2018/2/16, 14, 12, 11, 12, 
2018/2/17, 12, 20, 7, 8, 
2018/2/18, 13, 16, 15, 19, 
2018/2/19, 18, 12, 17, 19, 
2018/2/20, 20, , , , 
2018/2/25, 15, , , , 
2018/2/26, 22, , , , 
2018/2/27, 31, 28, 7, , 
2018/2/28, 38, 36, 9, , 
2018/3/1, 38, 31, 12, , 
2018/3/2, 52, 21, 18, , 
2018/3/3, 53, 31, 13, , 
2018/3/4, 36, 24, 17, , 
2018/3/5, 34, 19, 18, , 
2018/3/6, 58, 29, 12, , 
2018/3/7, 15, 28, 13, , 
2018/3/8, 7, 28, 15, , 
2018/3/9, 12, 26, 15, , 
2018/3/10, 16, 19, 13, , 
2018/3/11, 13, 28, 11, , 
2018/3/12, 12, 29, 6, , 
2018/3/13, 6, 20, 11, , 
2018/3/14, 9, 18, 9, , 
2018/3/15, 14, 29, 14, , 
2018/3/16, 9, 17, 13, , 
2018/3/17, 19, 28, 4, , 
2018/3/18, 18, 27, 9, , 
2018/3/19, 26, 31, 14, , 
2018/3/20, 23, 24, 15, , 
2018/3/21, 19, 25, 16, , 
2018/3/22, 19, 20, 14, , 
2018/3/23, 17, 29, 10, , 
2018/3/24, 15, 38, 14, , 
2018/3/25, 17, 22, 21, , 
2018/3/26, 36, 28, 12, , 
2018/3/27, 34, 26, 9, , 
2018/3/28, 11, 31, 8, , 
2018/3/29, 7, 33, 7, , 
2018/3/30, 7, 30, 6, , 
2018/3/31, 6, 31, 4, , 
2017/10/1, 15, 18, 11, 14, 
2017/10/2, 9, 25, 7, 8, 
2017/10/3, 6, 20, 17, 18, 
2017/10/4, 7, 30, 10, 13, 
2017/10/5, 10, 21, 10, 14, 
2017/10/6, 10, 22, 8, 10, 
2017/10/7, 8, 28, 6, 7, 
2017/10/8, 6, 16, 12, 17, 
2017/10/9, 7, 19, 13, 18, 
2017/10/10, 10, 21, 19, 22, 
2017/10/11, 10, 21, 16, 19, 
2017/10/12, 16, 22, 20, 22, 
2017/10/13, 17, 21, 17, 15, 
2017/10/14, 19, 16, 17, 15, 
2017/10/15, 19, 19, 23, 28, 
2017/10/16, 17, 13, 28, 31, 
2017/10/17, 24, 17, 27, 28, 
2017/10/18, 29, 14, 24, 25, 
2017/10/19, 30, 29, 20, 22, 
2017/10/20, 25, 24, 16, 18, 
2017/10/21, 19, 26, 6, 7, 
2017/10/22, 13, 20, 10, 14, 
2017/10/23, 7, 20, 17, 21, 
2017/10/24, 8, 14, 21, 25, 
2017/10/25, 10, 11, 17, 19, 
2017/10/26, 16, 18, 15, 16, 
2017/10/27, 16, 23, 8, 9, 
2017/10/28, 10, 28, 4, 5, 
2017/10/29, 8, 20, 13, 16, 
2017/10/30, 9, 22, 17, 15, 
2017/10/31, 14, 11, 17, 16, 
2017/11/1, 15, 23, 17, 21, 
2017/11/2, 14, 20, 18, 23, 
2017/11/3, 18, 15, 20, 23, 
2017/11/4, 17, 18, 12, 11, 
2017/11/5, 14, 18, 12, 17, 
2017/11/6, 10, 13, 12, 16, 
2017/11/7, 13, 6, 15, 18, 
2017/11/8, 14, 1, 16, 19, 
2017/11/9, 13, 12, 13, 16, 
2017/11/10, 17, 22, 8, 11, 
2017/11/11, 9, 25, 6, 8, 
2017/11/12, 3, 21, 15, 21, 
2017/11/13, 5, 4, 22, 26, 
2017/11/14, 13, 8, 13, 15, 
2017/11/15, 19, 9, 15, 20, 
2017/11/16, 21, 7, 17, 20, 
2017/11/17, 25, 13, 14, 15, 
2017/11/18, 25, 23, 7, 8, 
2017/11/19, 11, 23, 14, 20, 
2017/11/20, 8, 25, 12, 16, 
2017/11/21, 7, 18, 22, 32, 
2017/11/22, 9, 11, 26, 32, 
2017/11/23, 14, 12, 24, 29, 
2017/11/24, 13, 20, 15, 15, 
2017/11/25, 15, 20, 8, 9, 
2017/11/26, 9, 23, 13, 17, 
2017/11/27, 6, 25, 16, 21, 
2017/11/28, 6, 20, 17, 23, 
2017/11/29, 8, 13, 17, 22, 
2017/11/30, 10, 11, 21, 27, 
2017/12/1, 9, 15, 10, 11, 
2017/12/2, 15, 18, 9, 11, 
2017/12/3, 14, 20, 14, 20, 
2017/12/4, 11, 17, 16, 23, 
2017/12/5, 10, 18, 15, 20, 
2017/12/6, 13, 13, 23, 30, 
2017/12/7, 15, 22, 16, 18, 
2017/12/8, 10, 23, 9, 11, 
2017/12/9, 7, 26, 13, 15, 
2017/12/10, 8, 8, 26, 32, 
2017/12/11, 8, 25, 15, 21, 
2017/12/12, 9, 16, 20, 26, 
2017/12/13, 8, 27, 13, 17, 
2017/12/14, 7, 26, 17, 21, 
2017/12/15, 5, 16, 16, 17, 
2017/12/16, 8, 16, 10, 11, 
2017/12/17, 10, 16, 21, 27, 
2017/12/18, 9, 6, 24, 26, 
2017/12/19, 18, 7, 17, 21, 
2017/12/20, 18, 11, 19, 25, 
2017/12/21, 10, 10, 16, 21, 
2017/12/22, 7, 12, 12, 13, 
2017/12/23, 7, 15, 7, 9, 
2017/12/24, 7, 9, 13, 15, 
2017/12/25, 10, 18, 19, 20, 
2017/12/26, 12, 6, 24, 28, 
2017/12/27, 10, 18, 11, 14, 
2017/12/28, 8, 19, 15, 19, 
2017/12/29, 5, 27, 11, 14, 
2017/12/30, 6, 4, 26, , 
2017/12/31, 7, 30, 10, 9, 
2017/7/1, 5, 24, 4, 5, 
2017/7/2, 6, 31, 9, 9, 
