date, pm10, o3, no2, so2, co
2019/7/5, 18, 54, 7, , 
2019/7/6, 18, 41, 2, , 
2019/7/7, 11, 28, 5, , 
2019/7/8, 12, 40, 5, , 
2019/7/9, 9, 39, 5, , 
2019/7/10, 8, 35, 8, , 
2019/7/11, 13, 34, 5, , 
2019/7/12, 10, 29, 4, , 
2019/7/13, 9, 29, 3, , 
2019/7/14, 9, 39, 3, , 
2019/7/15, 10, 43, 6, , 
2019/7/16, 12, 54, 8, , 
2019/7/17, 15, 56, 7, , 
2019/7/18, 18, 56, 9, , 
2019/7/19, 21, 49, 7, , 
2019/7/20, 22, 37, 2, , 
2019/7/21, 10, 42, 6, , 
2019/7/22, 13, 55, 7, , 
2019/7/23, 18, 68, 8, , 
2019/7/24, 22, 59, 7, , 
2019/7/25, 28, 73, 8, , 
2019/7/26, 33, 49, 3, , 
2019/7/27, 21, 37, 2, , 
2019/7/28, 15, 24, 3, , 
2019/7/29, 9, 47, 5, , 
2019/7/30, 13, 27, 6, , 
2019/7/31, 10, 40, 6, , 
2019/8/1, 12, 42, 8, , 
2019/8/2, 15, 37, 2, , 
2019/8/3, 10, 47, 5, , 
2019/8/4, 9, 47, 7, , 
2019/8/5, 14, 42, 3, , 
2019/8/6, 10, 35, 5, , 
2019/8/7, 7, 35, 4, , 
2019/8/8, 6, 38, 6, , 
2019/8/9, 9, 28, 4, , 
2019/8/10, 8, 38, 2, , 
2019/8/11, 7, 27, 5, , 
2019/8/12, 9, 27, 4, , 
2019/8/13, 6, 37, 3, , 
2019/8/14, 7, 29, 4, , 
2019/8/15, 7, 30, 2, , 
2019/8/16, 7, 36, 4, , 
2019/8/17, 9, 42, 4, , 
2019/8/18, 10, 33, 4, , 
2019/8/19, 6, 26, 5, , 
2019/8/20, 9, 31, 2, , 
2019/8/21, 6, 33, 4, , 
2019/8/22, 9, 33, 5, , 
2019/8/23, 18, 40, 5, , 
2019/8/24, 18, 42, 3, , 
2019/8/25, 13, 43, 5, , 
2019/8/26, 14, 48, 6, , 
2019/8/27, 15, 59, 7, , 
2019/8/28, 18, 41, 5, , 
2019/8/29, 11, 46, 5, , 
2019/8/30, 12, 47, 5, , 
2019/8/31, 15, 44, 2, , 
2019/9/1, 7, 21, 6, , 
2019/9/2, 13, 40, 5, , 
2019/9/3, 8, 40, 7, , 
2019/9/4, 12, 24, 10, , 
2019/9/5, 15, 22, 4, , 
2019/9/6, 9, 28, 4, , 
2019/9/7, 9, 19, 5, , 
2019/9/8, 6, 19, 5, , 
2019/9/9, 6, 29, 6, , 
2019/9/10, 8, 34, 11, , 
2019/9/11, 14, 37, 8, , 
2019/9/12, 13, 38, 8, , 
2019/9/13, 12, 30, 7, , 
2019/9/14, 17, 32, 5, , 
2019/9/15, 11, 38, 8, , 
2019/9/16, 16, 26, 9, , 
2019/9/17, 17, 28, 6, , 
2019/9/18, 11, 30, 6, , 
2019/9/19, 14, 28, 7, , 
2019/9/20, 15, 24, 9, , 
2019/9/21, 19, 10, 8, , 
2019/9/22, 19, 24, 5, , 
2019/9/23, 7, 24, 6, , 
2019/9/24, 7, 27, 4, , 
2019/9/25, 6, 19, 5, , 
2019/9/26, 4, 26, 5, , 
2019/9/27, 9, 29, 3, , 
2019/9/28, 5, 32, 3, , 
2019/9/29, 6, 30, 3, , 
2019/9/30, 13, 29, 9, , 
2019/4/1, 27, 38, 10, , 
2019/4/2, 25, 41, 10, , 
2019/4/3, 18, 29, 6, , 
2019/4/4, 15, 19, 8, , 
2019/4/5, 16, 36, 9, , 
2019/4/6, 19, 31, 6, , 
2019/4/7, 14, 30, 6, , 
2019/4/8, 11, 33, 7, , 
2019/4/9, 19, 25, 8, , 
2019/4/10, 38, 29, 7, , 
2019/4/11, 31, 34, 4, , 
2019/4/12, 22, 35, 4, , 
2019/4/13, 24, 34, 4, , 
2019/4/14, 26, 35, 6, , 
2019/4/15, 25, 36, 12, , 
2019/4/16, 21, 45, 11, , 
2019/4/17, 25, 40, 6, , 
2019/4/18, 15, 45, 5, , 
2019/4/19, 10, 46, 7, , 
2019/4/20, 14, 47, 10, , 
2019/4/21, 16, 46, 6, , 
2019/4/22, 14, 35, 7, , 
2019/4/23, 18, 41, 4, , 
2019/4/24, 9, 40, 4, , 
2019/4/25, 13, 30, 5, , 
2019/4/26, 7, 33, 4, , 
2019/4/27, 5, 36, 3, , 
2019/4/28, 5, 27, 8, , 
2019/4/29, 10, 34, 6, , 
2019/4/30, 10, 46, 6, , 
2019/5/1, 15, 49, 9, , 
2019/5/2, 13, 32, 5, , 
2019/5/3, 9, 29, 6, , 
2019/5/4, 7, 31, 3, , 
2019/5/5, 7, 32, 7, , 
2019/5/6, 9, 38, 7, , 
2019/5/7, 12, 30, 12, , 
2019/5/8, 11, 35, 4, , 
2019/5/9, 4, 34, 4, , 
2019/5/10, 4, 32, 6, , 
2019/5/11, 5, 29, 4, , 
2019/5/12, 7, 36, 6, , 
2019/5/13, 9, 35, 6, , 
2019/5/14, 8, 25, 6, , 
2019/5/15, 9, 22, 4, , 
2019/5/16, 10, 34, 5, , 
2019/5/17, 8, 40, 8, , 
2019/5/18, 10, 42, 5, , 
2019/5/19, 11, 35, 6, , 
2019/5/20, 12, 29, 4, , 
2019/5/21, 3, 27, 5, , 
2019/5/22, 9, 40, 6, , 
2019/5/23, 9, 47, 8, , 
2019/5/24, 10, 47, 9, , 
2019/5/25, 16, 47, 3, , 
2019/5/26, 8, 37, 9, , 
2019/5/27, 14, 28, 5, , 
2019/5/28, 8, 26, 5, , 
2019/5/29, 7, 38, 5, , 
2019/5/30, 8, 25, 7, , 
2019/5/31, 8, 33, 6, , 
2019/6/1, 10, 38, 5, , 
2019/6/2, 12, 45, 8, , 
2019/6/3, 14, 45, 4, , 
2019/6/4, 13, 47, 8, , 
2019/6/5, 20, 32, 5, , 
2019/6/6, 15, 41, 4, , 
2019/6/7, 11, 37, 2, , 
2019/6/8, 8, 39, 5, , 
2019/6/9, 12, 37, 5, , 
2019/6/10, 14, 33, 3, , 
2019/6/11, 13, 22, 6, , 
2019/6/12, 11, 45, 5, , 
2019/6/13, 8, 47, 7, , 
2019/6/14, 18, 41, 6, , 
2019/6/15, 20, 36, 2, , 
2019/6/16, 7, 44, 4, , 
2019/6/17, 13, 51, 9, , 
2019/6/18, 19, 54, 6, , 
2019/6/19, 11, 41, 4, , 
2019/6/20, 12, 34, 4, , 
2019/6/21, 10, 34, 3, , 
2019/6/22, 11, 33, 2, , 
2019/6/23, 9, 41, 3, , 
2019/6/24, 10, 48, 5, , 
2019/6/25, 15, 53, 9, , 
2019/6/26, 26, 75, 8, , 
2019/6/27, 35, 52, 5, , 
2019/6/28, 14, 50, 7, , 
2019/6/29, 21, 63, 5, , 
2019/6/30, 19, 45, 6, , 
2019/1/1, 37, 28, 5, , 
2019/1/2, 7, 23, 7, , 
2019/1/3, 7, 22, 8, , 
2019/1/4, 12, 21, 5, , 
2019/1/5, 7, 16, 6, , 
2019/1/6, 4, 15, 9, , 
2019/1/7, 7, 24, 5, , 
2019/1/8, 3, 27, 7, , 
2019/1/9, 3, 18, 10, , 
2019/1/10, 5, 24, 9, , 
2019/1/11, 7, 24, 5, , 
2019/1/12, 5, 25, 3, , 
2019/1/13, 1, 26, 6, , 
2019/1/14, 3, 24, 7, , 
2019/1/15, 6, 19, 19, , 
2019/1/16, 11, 26, 9, , 
2019/1/17, 7, 26, 10, , 
2019/1/18, 7, 18, 11, , 
2019/1/19, 16, 6, 18, , 
2019/1/20, 29, 6, 14, , 
2019/1/21, 34, 10, 18, , 
2019/1/22, 35, 12, 13, , 
2019/1/23, 34, 7, 18, , 
2019/1/24, 37, 18, 13, , 
2019/1/25, 23, 30, 7, , 
2019/1/26, 5, 26, 8, , 
2019/1/27, 4, 26, 4, , 
2019/1/28, 3, 24, 9, , 
2019/1/29, 7, 26, 14, , 
2019/1/30, 10, 23, 15, , 
2019/1/31, 12, 12, 17, , 
2019/2/1, 22, 13, 20, , 
2019/2/2, 17, 19, 9, , 
2019/2/3, 15, 18, 17, , 
2019/2/4, 13, 12, 22, , 
2019/2/5, 19, 11, 19, , 
2019/2/6, 19, 17, 24, , 
2019/2/7, 19, 28, 15, , 
2019/2/8, 6, 31, 11, , 
2019/2/9, 7, 30, 8, , 
2019/2/10, 5, 31, 7, , 
2019/2/11, 4, 25, 9, , 
2019/2/12, 9, 20, 20, , 
2019/2/13, 18, 10, 26, , 
2019/2/14, 23, 13, 22, , 
2019/2/15, 21, 19, 22, , 
2019/2/16, 20, 27, 21, , 
2019/2/17, 15, 16, 28, , 
2019/2/18, 26, 33, 16, , 
2019/2/19, 22, 19, 17, , 
2019/2/20, 27, 27, 19, , 
2019/2/21, 27, 20, 10, , 
2019/2/22, 24, 27, 5, , 
2019/2/23, 5, 21, 10, , 
2019/2/24, 11, 16, 19, , 
2019/2/25, 23, 19, 21, , 
2019/2/26, 25, 23, 21, , 
2019/2/27, 26, 37, 10, , 
2019/2/28, 20, 29, 5, , 
2019/3/1, 7, 25, 6, , 
2019/3/2, 15, 35, 3, , 
2019/3/3, 5, 35, 6, , 
2019/3/4, 4, 32, 3, , 
2019/3/5, 3, 24, 9, , 
2019/3/6, 9, 31, 7, , 
2019/3/7, 5, 32, 4, , 
2019/3/8, 4, 30, 3, , 
2019/3/9, 4, 32, 2, , 
2019/3/10, 3, 33, 4, , 
2019/3/11, 5, 33, 5, , 
2019/3/12, 6, 33, 5, , 
2019/3/13, 7, 31, 3, , 
2019/3/14, 4, 30, 5, , 
2019/3/15, 3, 28, 4, , 
2019/3/16, 5, 39, 3, , 
2019/3/17, 4, 33, 6, , 
2019/3/18, 4, 28, 11, , 
2019/3/19, 12, 33, 17, , 
2019/3/20, 20, 34, 14, , 
2019/3/21, 19, 31, 19, , 
2019/3/22, 31, 39, 18, , 
2019/3/23, 34, 47, 14, , 
2019/3/24, 41, 33, 7, , 
2019/3/25, 22, 31, 8, , 
2019/3/26, 8, 25, 11, , 
2019/3/27, 16, 31, 10, , 
2019/3/28, 14, 28, 7, , 
2019/3/29, 14, 32, 13, , 
2019/3/30, 22, 43, 10, , 
2019/3/31, 18, 33, 7, , 
2018/10/2, 3, 24, 4, , 
2018/10/3, 6, 24, 8, , 
2018/10/4, 18, 14, 10, , 
2018/10/5, 14, 20, 10, , 
2018/10/6, 15, 20, 9, , 
2018/10/7, 12, 20, 8, , 
2018/10/8, 26, 13, 10, , 
2018/10/9, 27, 14, 8, , 
2018/10/10, 16, 23, 12, , 
2018/10/11, 15, 31, 14, , 
2018/10/12, 18, 25, 9, , 
2018/10/13, 21, 25, 8, , 
2018/10/14, 19, 23, 13, , 
2018/10/15, 20, 23, 17, , 
2018/10/16, 30, 29, 16, , 
2018/10/17, 30, 26, 16, , 
2018/10/18, 41, 24, 14, , 
2018/10/19, 44, 25, 13, , 
2018/10/20, 40, 28, 9, , 
2018/10/21, 16, 22, 13, , 
2018/10/22, 16, 25, 10, , 
2018/10/23, 22, 26, 5, , 
2018/10/24, 6, 14, 7, , 
2018/10/25, 6, 18, 12, , 
2018/10/26, 14, 22, 8, , 
2018/10/27, 13, 20, 3, , 
2018/10/28, 4, 8, 7, , 
2018/10/29, 10, 34, 6, , 
2018/10/30, 4, 7, 10, , 
2018/10/31, 10, 6, 14, , 
2018/11/1, 14, 4, 15, , 
2018/11/2, 19, 8, 11, , 
2018/11/3, 23, 6, 5, , 
2018/11/4, 13, 6, 11, , 
2018/11/5, 10, 11, 14, , 
2018/11/6, 10, 6, 14, , 
2018/11/7, 27, 10, 12, , 
2018/11/8, 21, 5, 11, , 
2018/11/9, 27, 6, 7, , 
2018/11/10, 14, 6, 7, , 
2018/11/11, 11, 5, 8, , 
2018/11/12, 15, 20, 11, , 
2018/11/13, 10, 10, 10, , 
2018/11/14, 15, 9, 8, , 
2018/11/15, 12, 13, 11, , 
2018/11/16, 19, 20, 6, , 
2018/11/17, 15, 20, 4, , 
2018/11/18, 17, 21, 5, , 
2018/11/19, 18, 15, 9, , 
2018/11/20, 13, 6, 9, , 
2018/11/21, 19, 7, 9, , 
2018/11/22, 17, 3, 10, , 
2018/11/23, 11, 6, 12, , 
2018/11/24, 13, 9, 7, , 
2018/11/25, 13, 7, 10, , 
2018/11/26, 8, 3, 14, , 
2018/11/27, 14, 8, 10, , 
2018/11/28, 16, 9, 12, , 
2018/11/29, 19, 5, 13, , 
2018/11/30, 27, 18, 10, , 
2018/12/1, 9, 24, 8, , 
2018/12/2, 3, 26, 3, , 
2018/12/3, 2, 29, 7, , 
2018/12/4, 4, 9, 11, , 
2018/12/5, 13, 16, 11, , 
2018/12/6, 7, 21, 6, , 
2018/12/7, 4, 30, 2, , 
2018/12/8, 2, 32, 2, , 
2018/12/9, 2, 25, 6, , 
2018/12/10, 3, 23, 6, , 
2018/12/11, 5, 16, 12, , 
2018/12/12, 12, 14, 6, , 
2018/12/13, 13, 12, 6, , 
2018/12/14, 15, 16, 5, , 
2018/12/15, 13, 7, 15, , 
2018/12/16, 20, 9, 17, , 
2018/12/17, 16, 15, 14, , 
2018/12/18, 10, 5, 18, , 
2018/12/19, 14, 26, 11, , 
2018/12/20, 8, 28, 8, , 
2018/12/21, 4, 27, 4, , 
2018/12/22, 5, 26, 3, , 
2018/12/23, 4, 23, 5, , 
2018/12/24, 3, 15, 9, , 
2018/12/25, 10, 10, 13, , 
2018/12/26, 15, 2, 16, , 
2018/12/27, 16, 9, 18, , 
2018/12/28, 22, 9, 15, , 
2018/12/29, 23, 18, 5, , 
2018/12/30, 9, , , , 
2018/7/1, 5, 46, 3, , 
2018/7/2, 7, 52, 7, , 
2018/7/3, 12, 51, 7, , 
2018/7/4, 11, 43, 7, , 
2018/7/5, 6, 30, 7, , 
2018/7/6, 5, 30, 8, , 
2018/7/7, 15, 45, 7, , 
2018/7/8, 9, 43, 6, , 
2018/7/9, 9, 31, 8, , 
2018/7/10, 7, 33, 5, , 
2018/7/11, 34, 42, 6, , 
2018/7/12, 14, 53, 10, , 
2018/7/13, 14, 53, 10, , 
2018/7/14, 21, 56, 5, , 
2018/7/15, 18, 52, 6, , 
2018/7/16, 13, 55, 8, , 
2018/7/17, 14, 59, 4, , 
2018/7/18, 11, 59, 8, , 
2018/7/19, 26, 71, 10, , 
2018/7/20, 29, 37, 5, , 
2018/7/21, 14, 33, 4, , 
2018/7/22, 13, 49, 6, , 
2018/7/23, 13, 61, 5, , 
2018/7/24, 10, 54, 11, , 
2018/7/25, 15, 49, 7, , 
2018/7/26, 11, 50, 5, , 
2018/7/27, 10, 58, 6, , 
2018/7/28, 12, 48, 2, , 
2018/7/29, 8, 61, 9, , 
2018/7/30, 10, 58, 9, , 
2018/7/31, 16, 80, 9, , 
2018/8/1, 19, 65, 5, , 
2018/8/2, 16, 62, 9, , 
2018/8/3, 23, 63, 8, , 
2018/8/4, 20, 74, 7, , 
2018/8/5, 19, 62, 6, , 
2018/8/6, 13, 50, 10, , 
2018/8/7, 12, 58, 8, , 
2018/8/8, 11, 59, 4, , 
2018/8/9, 13, 32, 5, , 
2018/8/10, 4, 39, 5, , 
2018/8/11, 4, 47, 8, , 
2018/8/12, 9, 42, 7, , 
2018/8/13, 8, 34, 3, , 
2018/8/14, 4, 40, 4, , 
2018/8/15, 6, 44, 7, , 
2018/8/16, 8, 49, 8, , 
2018/8/17, 10, 52, 5, , 
2018/8/18, 12, 65, 7, , 
2018/8/19, 13, 64, 10, , 
2018/8/20, 14, 55, 8, , 
2018/8/21, 17, 64, 9, , 
2018/8/22, 18, 66, 8, , 
2018/8/23, 15, 36, 4, , 
2018/8/24, 6, 25, 3, , 
2018/8/25, 4, 29, 4, , 
2018/8/26, 2, 35, 6, , 
2018/8/27, 5, 36, 7, , 
2018/8/28, 13, 37, 11, , 
2018/8/29, 15, 30, 6, , 
2018/8/30, 5, 24, 9, , 
2018/8/31, 10, 19, 5, , 
2018/9/1, 6, 19, 3, , 
2018/9/2, 6, 25, 6, , 
2018/9/3, 3, 21, 8, , 
2018/9/4, 17, 42, 6, , 
2018/9/5, 29, 45, 7, , 
2018/9/6, 16, 35, 5, , 
2018/9/7, 3, 38, 6, , 
2018/9/8, 12, 42, 6, , 
2018/9/9, 10, 42, 11, , 
2018/9/10, 13, 26, 9, , 
2018/9/11, 3, , , , 
2018/9/17, 19, 9, 16, , 
2018/9/18, 25, , , , 
2018/4/1, 9, 38, 4, , 
2018/4/2, 5, 27, 7, , 
2018/4/3, 7, , , , 
2018/4/11, 12, 41, 5, , 
2018/4/12, 10, 42, 9, , 
2018/4/13, 13, 45, 7, , 
2018/4/14, 13, 36, 10, , 
2018/4/15, 15, 25, 9, , 
2018/4/16, 18, 42, 9, , 
2018/4/17, 11, 44, 11, , 
2018/4/18, 18, 42, 11, , 
2018/4/19, 16, 42, 11, , 
2018/4/20, 17, 64, 13, , 
2018/4/21, 24, 64, 12, , 
2018/4/22, 25, 42, 9, , 
2018/4/23, 21, 44, 5, , 
2018/4/24, 14, 46, 6, , 
2018/4/25, 19, 31, 6, , 
2018/4/26, 11, 35, 8, , 
2018/4/27, 10, 45, 7, , 
2018/4/28, 13, 40, 7, , 
2018/4/29, 18, 41, 4, , 
2018/4/30, 10, 35, 4, , 
2018/5/1, 7, 34, 6, , 
2018/5/2, 9, 33, 8, , 
2018/5/3, 18, 32, 5, , 
2018/5/4, 20, 41, 4, , 
2018/5/5, 20, 50, 4, , 
2018/5/6, 13, 46, 5, , 
2018/5/7, 15, 49, 6, , 
2018/5/8, 24, 48, 7, , 
2018/5/9, 15, 51, 5, , 
2018/5/10, 10, 39, 4, , 
2018/5/11, 10, 56, 9, , 
2018/5/12, 14, 50, 6, 1, 
2018/5/13, 13, 42, 5, 1, 
2018/5/14, 14, 39, 7, 2, 
2018/5/15, 10, 34, 7, 2, 
2018/5/16, 8, 34, 6, 1, 
2018/5/17, 9, 43, 9, 1, 
2018/5/18, 21, 42, 9, 1, 
2018/5/19, 16, 40, 3, 1, 
2018/5/20, 10, 45, 4, 1, 
2018/5/21, 9, 44, 7, 1, 
2018/5/22, 9, 47, 7, 1, 
2018/5/23, 11, 36, 8, 1, 
2018/5/24, 10, 42, 6, , 
2018/5/25, 9, 45, 6, , 
2018/5/26, 9, 50, 7, , 
2018/5/27, 12, 42, 7, , 
2018/5/28, 16, 44, 7, , 
2018/5/29, 16, 44, 5, , 
2018/5/30, 14, 46, 4, , 
2018/5/31, 12, 44, 4, , 
2018/6/1, 5, 43, 5, , 
2018/6/2, 7, 45, 3, , 
2018/6/3, 8, 52, 7, , 
2018/6/4, 10, 60, 7, , 
2018/6/5, 12, 56, 7, , 
2018/6/6, 10, 46, 8, , 
2018/6/7, 8, 43, 8, , 
2018/6/8, 11, 48, 3, , 
2018/6/9, 8, 51, 4, , 
2018/6/10, 7, 38, 7, , 
2018/6/11, 15, 35, 6, , 
2018/6/12, 6, 24, 8, , 
2018/6/13, 8, 35, 5, , 
2018/6/14, 6, 46, 5, , 
2018/6/15, 8, 53, 7, , 
2018/6/16, 12, 41, 8, , 
2018/6/17, 13, 38, 5, , 
2018/6/18, 6, 36, 8, , 
2018/6/19, 8, 40, 6, , 
2018/6/20, 15, 48, 8, , 
2018/6/21, 14, 35, 4, , 
2018/6/22, 8, 35, 5, , 
2018/6/23, 10, 34, 3, , 
2018/6/24, 7, 29, 6, , 
2018/6/25, 5, 35, 7, , 
2018/6/26, 8, 38, 7, , 
2018/6/27, 6, 25, 11, , 
2018/6/28, 6, 39, 8, , 
2018/6/29, 15, 53, 5, , 
2018/6/30, 15, 41, 2, , 
2018/1/1, 36, 29, 4, 5, 
2018/1/2, 11, 31, 5, 6, 
2018/1/3, 6, 30, 5, 9, 
2018/1/4, 4, 28, 8, 11, 
2018/1/5, 4, 18, 10, 12, 
2018/1/6, 6, 9, 10, 12, 
2018/1/7, 10, 10, 6, 7, 
2018/1/8, 14, 19, 12, 13, 
2018/1/9, 9, 5, 18, 20, 
2018/1/10, 14, 10, 15, 16, 
2018/1/11, 20, 16, 7, 8, 
2018/1/12, 19, 11, 6, 8, 
2018/1/13, 18, 10, 5, 5, 
2018/1/14, 12, 5, 13, 15, 
2018/1/15, 12, 26, 6, 5, 
2018/1/16, 8, 30, 4, 5, 
2018/1/17, 2, 29, 3, 4, 
2018/1/18, 3, 29, 6, 9, 
2018/1/19, 2, 29, 5, 6, 
2018/1/20, 4, 21, 8, 8, 
2018/1/21, 5, 16, 13, 16, 
2018/1/22, 8, 19, 14, 19, 
2018/1/23, 8, 16, 16, 19, 
2018/1/24, 8, 15, 22, 23, 
2018/1/25, 10, 3, 18, 18, 
2018/1/26, 17, 1, 14, 14, 
2018/1/27, 29, 24, 6, 5, 
2018/1/28, 23, 20, 7, 10, 
2018/1/29, 5, 20, 10, 13, 
2018/1/30, 5, 26, 12, 13, 
2018/1/31, 9, 24, 11, 15, 
2018/2/1, 7, 24, 8, 10, 
2018/2/2, 5, 18, 8, 8, 
2018/2/3, 8, 22, 9, , 
2018/2/4, 10, 15, 10, 15, 
2018/2/5, 12, 15, 9, 11, 
2018/2/6, 17, 6, 14, 16, 
2018/2/7, 29, 4, 18, 20, 
2018/2/8, 42, 10, 15, 15, 
2018/2/9, 46, 18, 15, 15, 
2018/2/10, 32, 22, 8, , 
2018/2/11, 16, 24, 8, 11, 
2018/2/12, 6, 24, 11, 15, 
2018/2/13, 7, 21, 16, 17, 
2018/2/14, 16, 19, 19, 20, 
2018/2/15, 21, 17, 19, 20, 
2018/2/16, 13, 14, 11, 11, 
2018/2/17, 11, 24, 8, 8, 
2018/2/18, 15, 16, 15, 17, 
2018/2/19, 17, 6, 23, 24, 
2018/2/20, 21, , , , 
2018/2/25, 14, , , , 
2018/2/26, 20, , , , 
2018/2/27, 27, 25, 12, , 
2018/2/28, 34, 34, 10, , 
2018/3/1, 36, 34, 12, , 
2018/3/2, 51, 26, 16, , 
2018/3/3, 53, 30, 10, , 
2018/3/4, 38, 28, 16, , 
2018/3/5, 34, 18, 15, , 
2018/3/6, 55, 30, 7, , 
2018/3/7, 9, 35, 9, , 
2018/3/8, 5, 31, 15, , 
2018/3/9, 11, 30, 16, , 
2018/3/10, 14, 23, 10, , 
2018/3/11, 9, 31, 8, , 
2018/3/12, 9, 33, 3, , 
2018/3/13, 3, 23, 8, , 
2018/3/14, 7, 18, 10, , 
2018/3/15, 10, 32, 10, , 
2018/3/16, 7, 18, 10, , 
2018/3/17, 16, 31, 3, , 
2018/3/18, 17, 26, 6, , 
2018/3/19, 24, 37, 11, , 
2018/3/20, 20, 30, 14, , 
2018/3/21, 16, 30, 13, , 
2018/3/22, 15, 23, 11, , 
2018/3/23, 16, 30, 8, , 
2018/3/24, 18, 36, 14, , 
2018/3/25, 19, 25, 19, , 
2018/3/26, 36, 30, 9, , 
2018/3/27, 32, 28, 6, , 
2018/3/28, 6, 33, 5, , 
2018/3/29, 4, 31, 8, , 
2018/3/30, 7, 33, 4, , 
2018/3/31, 5, 31, 4, , 
2017/10/1, 15, 21, 6, 8, 
2017/10/2, 8, 27, 4, 4, 
2017/10/3, 4, 24, 10, 10, 
2017/10/4, 7, 34, 5, 6, 
2017/10/5, 8, 25, 5, 7, 
2017/10/6, 7, 25, 5, 6, 
2017/10/8, 5, 17, 8, 11, 
2017/10/9, 6, 24, 8, 9, 
2017/10/10, 8, 27, 12, 13, 
2017/10/11, 8, 26, 10, 11, 
2017/10/12, 12, 25, 12, 13, 
2017/10/13, 12, 22, 10, 8, 
2017/10/14, 16, 14, 9, 10, 
2017/10/15, 16, 19, 14, 17, 
2017/10/16, 14, 16, 16, 18, 
2017/10/17, 21, 17, 16, 20, 
2017/10/18, 23, 15, 14, 17, 
2017/10/19, 24, 34, 11, 12, 
2017/10/20, 19, 22, 11, 12, 
2017/10/21, 18, 26, 4, 3, 
2017/10/22, 12, 20, 5, 6, 
2017/10/23, 5, 24, 9, 10, 
2017/10/24, 6, 18, 13, 16, 
2017/10/25, 8, 12, 13, 14, 
2017/10/26, 13, 21, 11, 11, 
2017/10/27, 17, 27, 5, 5, 
2017/10/28, 10, 29, 4, 5, 
2017/10/29, 7, 23, 6, 6, 
2017/10/30, 10, 23, 10, 9, 
2017/10/31, 13, 14, 11, 10, 
2017/11/1, 14, 29, 10, 11, 
2017/11/2, 13, 18, 11, 14, 
2017/11/3, 17, 18, 13, 16, 
2017/11/4, 14, 20, 8, 7, 
2017/11/5, 13, 21, 10, 14, 
2017/11/6, 9, 14, 8, 11, 
2017/11/7, 13, 6, 10, 12, 
2017/11/8, 13, 1, 12, 14, 
2017/11/9, 10, 19, 8, 10, 
2017/11/10, 13, 25, 4, 7, 
2017/11/11, 7, 25, 3, 3, 
2017/11/12, 3, 21, 10, 14, 
2017/11/13, 5, 6, 17, 20, 
2017/11/14, 12, 11, 8, 9, 
2017/11/15, 16, 11, 11, 14, 
2017/11/16, 19, 9, 13, 17, 
2017/11/17, 21, 19, 11, 12, 
2017/11/18, 22, 25, 4, 4, 
2017/11/19, 9, 30, 7, 10, 
2017/11/20, 5, 27, 5, 7, 
2017/11/21, 5, 19, 14, 27, 
2017/11/22, 9, 15, 19, 23, 
2017/11/23, 15, 11, 18, 22, 
2017/11/24, 13, 23, 11, 10, 
2017/11/25, 15, 23, 4, 4, 
2017/11/26, 8, 30, 5, 7, 
2017/11/27, 5, 23, 8, 10, 
2017/11/28, 4, 23, 13, 18, 
2017/11/29, 7, 15, 11, 12, 
2017/11/30, 10, 11, 16, 21, 
2017/12/1, 8, 16, 8, 7, 
2017/12/2, 16, 19, 5, 6, 
2017/12/3, 12, 23, 7, 10, 
2017/12/4, 9, 23, 8, 11, 
2017/12/5, 8, 23, 8, 9, 
2017/12/6, 10, 20, 15, 21, 
2017/12/7, 11, 26, 9, 11, 
2017/12/8, 7, 25, 5, 6, 
2017/12/9, 5, 30, 7, 8, 
2017/12/10, 6, 13, 18, 23, 
2017/12/11, 5, 27, 7, 9, 
2017/12/12, 5, 20, 13, 17, 
2017/12/13, 6, 31, 6, 7, 
2017/12/14, 4, 29, 7, 8, 
2017/12/15, 3, 18, 12, 12, 
2017/12/16, 7, 19, 6, 6, 
2017/12/17, 11, 19, 16, 21, 
2017/12/18, 7, 8, 19, 21, 
2017/12/19, 14, 13, 13, 16, 
2017/12/20, 16, 14, 14, 18, 
2017/12/21, 10, 11, 12, 13, 
2017/12/22, 7, 17, 8, 8, 
2017/12/23, 6, 17, 5, 5, 
2017/12/24, 7, 9, 9, 12, 
2017/12/25, 9, 21, 12, 14, 
2017/12/26, 8, 11, 18, 21, 
2017/12/27, 10, 20, 5, 7, 
2017/12/28, 8, 24, 8, 10, 
2017/12/29, 5, 30, 6, 8, 
2017/12/30, 5, 7, 16, , 
2017/12/31, 9, 32, 6, 4, 
2017/7/1, 5, 27, 2, 2, 
2017/7/2, 6, 37, 5, 5, 
2017/7/3, 7, 39, 7, 7, 
2017/7/4, 8, 49, 9, 7, 
2017/7/5, 13, 54, 11, 9, 
2017/7/6, 18, 52, 10, 9, 
2017/7/7, 19, 46, 5, 6, 
2017/7/8, 17, 34, 4, 3, 
2017/7/9, 15, 39, 5, 6, 
2017/7/10, 12, 34, 2, 3, 
2017/7/11, 8, 31, 5, 7, 
2017/7/12, 6, 37, 4, 4, 
2017/7/14, 11, 29, 5, 5, 
2017/7/15, 10, 40, 5, 4, 
2017/7/16, 9, 46, 7, 5, 
2017/7/17, 10, 47, 7, 6, 
2017/7/18, 16, 60, 7, 7, 
2017/7/19, 17, 46, 7, 9, 
2017/7/20, 18, 45, 5, 5, 
2017/7/21, 14, 49, 4, 4, 
2017/7/22, 9, 32, 5, 2, 
2017/7/23, 12, 25, 5, 6, 
2017/7/24, 10, 27, 4, 5, 
2017/7/25, 5, 27, 4, 6, 
