date, pm10, o3, no2, so2, co
2019/10/7, 13, 11, 30, , 
2019/10/8, 17, 20, 32, , 
2019/10/9, 16, 22, 29, , 
2019/10/10, 13, 20, 31, , 
2019/10/11, 18, 26, 38, , 
2019/10/12, 26, 17, 27, , 
2019/10/13, 22, 14, 32, , 
2019/10/14, 28, 14, 27, , 
2019/10/15, 27, 27, 33, , 
2019/10/16, 13, 24, 33, , 
2019/10/17, 19, 22, 36, , 
2019/10/18, 23, 19, 24, , 
2019/10/19, 21, 16, 21, , 
2019/10/20, 17, 19, 24, , 
2019/10/21, 29, 3, 25, , 
2019/10/22, 39, 5, 16, , 
2019/10/23, 24, 1, 22, , 
2019/10/24, 27, 18, 33, , 
2019/10/25, 23, 15, 30, , 
2019/10/26, 26, 29, 29, , 
2019/10/27, 23, 16, 22, , 
2019/10/28, 15, 9, 17, , 
2019/10/29, 20, 17, 14, , 
2019/10/30, 16, 14, 15, , 
2019/10/31, 25, 4, 12, , 
2019/11/1, 15, 12, 30, , 
2019/11/2, 17, 16, 18, , 
2019/11/3, 14, 22, 33, , 
2019/11/4, 12, 23, 32, , 
2019/11/5, 12, 14, 33, , 
2019/11/6, 16, 13, 26, , 
2019/11/7, 19, 9, 26, , 
2019/11/8, 23, 17, 26, , 
2019/11/9, 15, 6, 18, , 
2019/11/10, 15, 7, 20, , 
2019/11/11, 16, 16, 34, , 
2019/11/12, 17, 17, 36, , 
2019/11/13, 19, 11, 21, , 
2019/11/14, 16, 12, 32, , 
2019/11/15, 29, 13, 28, , 
2019/11/16, 31, 11, 16, , 
2019/11/17, 23, 18, 34, , 
2019/11/18, 15, 8, 31, , 
2019/11/19, 31, 7, 23, , 
2019/11/20, 31, 3, 24, , 
2019/11/21, 40, 3, 17, , 
2019/11/22, 18, 12, 26, , 
2019/11/23, 13, 6, 29, , 
2019/11/24, 26, , 23, , 
2019/11/25, 35, 4, 24, , 
2019/11/26, 28, 3, 31, , 
2019/11/27, 22, 23, 29, , 
2019/11/28, 16, 23, 26, , 
2019/11/29, 16, 21, 24, , 
2019/11/30, 19, 14, 19, , 
2019/12/1, 19, 10, 30, , 
2019/12/2, 35, 19, 31, , 
2019/12/3, 28, 9, 26, , 
2019/12/4, 28, 1, 29, , 
2019/12/5, 44, 5, 39, , 
2019/12/6, 50, 26, 24, , 
2019/12/7, 27, 23, 27, , 
2019/12/8, 21, 28, 25, , 
2019/12/9, 20, 20, 31, , 
2019/12/10, 29, 11, 37, , 
2019/12/11, 30, 19, 35, , 
2019/12/12, 17, 26, 24, , 
2019/12/13, 13, 32, 18, , 
2019/12/14, 14, 29, 23, , 
2019/12/15, 14, 11, 33, , 
2019/12/16, 36, 15, 39, , 
2019/12/17, 30, 14, 39, , 
2019/12/18, 42, 1, 33, , 
2019/12/19, 42, 15, 39, , 
2019/12/20, 25, 24, 29, , 
2019/12/21, 14, 23, 21, , 
2019/12/22, 12, 25, 21, , 
2019/12/23, 10, 21, 21, , 
2019/12/24, 11, 25, 13, , 
2019/12/25, 7, 21, 21, , 
2019/12/26, 12, 14, 24, , 
2019/12/27, 16, 20, 20, , 
2019/12/28, 13, 13, 19, , 
